id,name,firm_type,director,city,address,phones,email,community_id,lawyers_search_url,has_cabinets,source,source_url
law-firm-001,AAA Vəkil Bürosu,law_firm,Atakişi Abbas Musa oğlu,Bakı,"Bakı ş., Səbail rayonu, Nizami küç., 90 A, Ləndmark Biznes mərkəzi",0124659951,,83,https://barassociation.az/lawyersearch?community=83,no,barassociation.az,https://barassociation.az/communities?page=1
law-firm-002,Abşeron rayon Vəkil Bürosu,law_firm,Əliyev Muğan Xasay oğlu,Abşeron,"Abşeron rayonu, Xırdalan şəhəri, H.Əliyev prospekti 243",+994123422708,,29,https://barassociation.az/lawyersearch?community=29,no,barassociation.az,https://barassociation.az/communities?page=1
law-firm-003,AİM Vəkil Bürosu,law_firm,Rəhimov Şahin Qafar oğlu,Bakı,"Bakı şəhəri, Nərimanov rayonu, Ziya Bünyadov prospekti 13/34","+994125616828 , +994516000858",,24,https://barassociation.az/lawyersearch?community=24,no,barassociation.az,https://barassociation.az/communities?page=1
law-firm-004,Alfa Vəkil Bürosu,law_firm,Cəfərov Cavid Novruz oğlu,,"Binəqədi r.,Eldar Babayev küç 3024cü məhəllə korpus 1 ev 4V","+994553399329 , +994502399329",,146,https://barassociation.az/lawyersearch?community=146,no,barassociation.az,https://barassociation.az/communities?page=1
law-firm-005,Alibi Vəkil Bürosu,law_firm,Həsənov Fərid İzafət oğlu,Bakı,"Bakı şəh.,Nərimanov ray.,Ziya Bünyadov pr. 1965-ci məhəllə","+994507982255 , +994507982255",,149,https://barassociation.az/lawyersearch?community=149,no,barassociation.az,https://barassociation.az/communities?page=1
law-firm-006,Alyans Vəkil Bürosu,law_firm,Kəngərli Orxan Rüstəm oğlu,Bakı,"Bakı şəh., Xətai rayonu, Y.Səfərov küç., bina 23a, Kristal plaza 7-ci mərtəbə",0124908378,,107,https://barassociation.az/lawyersearch?community=107,no,barassociation.az,https://barassociation.az/communities?page=1
law-firm-007,Arbitrium Vəkil Bürosu,law_firm,Mehdiyev Polad Aley oğlu,Bakı,"Bakı şəhəri, Nərimanov rayonu, Əlicabbar Orucəliyev küçəsi 116-118",+994552933139,lawfirmarbitrium@gmail.com,92,https://barassociation.az/lawyersearch?community=92,no,barassociation.az,https://barassociation.az/communities?page=1
law-firm-008,As Leqal Vəkil Bürosu,law_firm,Quliyev Sahil Əziz oğlu,Bakı,"Bakı şəh., Səbail ray., Akademik Əhəd Yaqubov küç., ev 1",+994557001909,,129,https://barassociation.az/lawyersearch?community=129,no,barassociation.az,https://barassociation.az/communities?page=2
law-firm-009,Aslan İsmayılov və Partnyorları Vəkil Bürosu,law_firm,Məmmədov Kənan Nazim oğlu,Bakı,"Bakı şəh., Səbail ray., Nizami küç., ev 58, mənzil 4/6","0124989883 , 0553003519",,130,https://barassociation.az/lawyersearch?community=130,no,barassociation.az,https://barassociation.az/communities?page=2
law-firm-010,Astara rayon Vəkil Bürosu,law_firm,Cəfərov Umud Natiq oğlu,Astara,"Astara şəhəri,Heydər Əliyev prospekti 48C",+994557786868,,73,https://barassociation.az/lawyersearch?community=73,no,barassociation.az,https://barassociation.az/communities?page=2
law-firm-011,Ağcabədi rayon Vəkil Bürosu,law_firm,Əmirov Əbülhəsən Hüsaməddin oğlu,Ağcəbədi,"Ağcəbədi şəhəri, Ü.Hacıbəyli küçəsi 153","+994212751828 , +994503531653",,40,https://barassociation.az/lawyersearch?community=40,no,barassociation.az,https://barassociation.az/communities?page=1
law-firm-012,Ağdaş rayon Vəkil Bürosu,law_firm,Abdullayev Ehtibar Vaqif oğlu,,Ağdaş şəh. Müşviq İsayev küç 19a,"+994507834545 , +994103119862",,147,https://barassociation.az/lawyersearch?community=147,no,barassociation.az,https://barassociation.az/communities?page=1
law-firm-013,Ağsu rayon Vəkil Bürosu,law_firm,Kazımov Ziya Məhərrəm oğlu,Ağsu,"Ağsu şəhəri,Molla Vəli Vidadi küçəsi,78",+994555250728,,145,https://barassociation.az/lawyersearch?community=145,no,barassociation.az,https://barassociation.az/communities?page=1
law-firm-014,Bakı şəhəri 1 saylı Vəkil Bürosu,law_firm,Bəhrəmiyyə İlqar Camal oğlu,Bakı,"Bakı şəhəri,Nərimanov rayonu, Azadlıq prospekti,giriş 225 ,M3, m2 AZ 1022",+994502336623,,151,https://barassociation.az/lawyersearch?community=151,no,barassociation.az,https://barassociation.az/communities?page=2
law-firm-015,Bakı şəhəri 10 saylı Vəkil Bürosu,law_firm,Nəcəfov Eldar Məmməd oğlu,Bakı,"Bakı şəhəri, Qaradağ rayonu, Lökbatan qəsəbəsi, Bünyadzadə küçəsi 3",+994124454116,,10,https://barassociation.az/lawyersearch?community=10,no,barassociation.az,https://barassociation.az/communities?page=2
law-firm-016,Bakı şəhəri 11 saylı Vəkil Bürosu,law_firm,Quliyev Azər Şahbala oğlu,Bakı,"Bakı şəhəri, Binəqədi rayonu, 7-ci mkr, A.Kunanbayev küçəsi, ev 3, mənzil 138",+994125613654,,11,https://barassociation.az/lawyersearch?community=11,no,barassociation.az,https://barassociation.az/communities?page=2
law-firm-017,Bakı şəhəri 12 saylı Vəkil Bürosu,law_firm,Məmmədov Fariz Fikrət oğlu,Bakı,"Bakı şəhəri, Səbail rayonu, Zərifə Əliyeva küçəsi 57A","+994124939450 , +994124936666",,12,https://barassociation.az/lawyersearch?community=12,no,barassociation.az,https://barassociation.az/communities?page=2
law-firm-018,Bakı şəhəri 13 saylı Vəkil Bürosu,law_firm,Rəsulov Arif Əmrulla oğlu,Bakı,"Bakı şəhəri, Xətai rayonu, Neapol küçəsi 9A",+994123758550,,13,https://barassociation.az/lawyersearch?community=13,no,barassociation.az,https://barassociation.az/communities?page=2
law-firm-019,Bakı şəhəri 14 saylı Vəkil Bürosu,law_firm,Qasımov Telman Abiəli oğlu,Bakı,"Bakı şəhəri, Nəsimi rayonu, Mirəli Qaşqay küçəsi 24","+994124406714 , +994124405171",,14,https://barassociation.az/lawyersearch?community=14,no,barassociation.az,https://barassociation.az/communities?page=2
law-firm-020,Bakı şəhəri 15 saylı Vəkil Bürosu,law_firm,Xasayev Vüqar Nəriman oğlu,Bakı,"Bakı şəhəri, Nərimanov rayonu, Firdovsi Məmmədov küçəsi 12",+994124960796,,15,https://barassociation.az/lawyersearch?community=15,no,barassociation.az,https://barassociation.az/communities?page=2
law-firm-021,Bakı şəhəri 16 saylı Vəkil Bürosu,law_firm,Abbasov Elxan Lətif oğlu,Bakı,"Bakı şəhəri, Nərimanov rayonu, Ağa Neymətulla küçəsi 23",+994125674849,,16,https://barassociation.az/lawyersearch?community=16,no,barassociation.az,https://barassociation.az/communities?page=3
law-firm-022,Bakı şəhəri 17 saylı Vəkil Bürosu,law_firm,Həsənova Sevinc Eldar qızı,Bakı,"Bakı şəhəri, Yasamal rayonu, Z.Xəlilov küçəsi, 523-cü məhəllə, ev 2/11",+994125105341,,17,https://barassociation.az/lawyersearch?community=17,no,barassociation.az,https://barassociation.az/communities?page=3
